product_id,vehicle_maker,vehicle_model,vehicle_color,car_model_year,car_price
3680,Buick,Roadmaster,Purple,1993,93503.66
3853,Ford,Excursion,Mauv,2002,98095.32
3841,Nissan,Quest,Teal,1999,80545.67
3724,Jeep,Wrangler,Red,1997,97146.29
4843,Dodge,Caliber,Orange,2007,98341.07
4531,Hyundai,Genesis,Turquoise,2010,99748.1
4454,Ford,F350,Fuscia,2000,89876.84
4819,BMW,5 Series,Goldenrod,2012,91914.23
4386,Chevrolet,Corvette,Purple,2000,89652.08
3706,Bentley,Continental,Aquamarine,2008,79900.39
4112,Chevrolet,Malibu,Violet,2006,97842.92
4726,Buick,Rainier,Green,2007,80030.14
3838,GMC,Savana 1500,Purple,2007,71516.69
4937,MINI,Countryman,Aquamarine,2012,95810.29
4073,Lincoln,Navigator,Indigo,2007,90567.48
3885,Oldsmobile,Regency,Puce,1997,70032.15
4245,Mercedes-Benz,CL-Class,Red,2011,85618.66
4613,Chevrolet,Suburban 1500,Green,2003,78407.47
3850,Audi,S6,Violet,2009,99513.84
4232,Mitsubishi,Galant,Aquamarine,1993,72361.16
4948,Mercedes-Benz,GL-Class,Yellow,2012,79109.5
3979,Buick,Electra,Indigo,1984,72196.97
4968,Pontiac,Sunbird,Crimson,1983,81918.92
3875,Toyota,Celica,Red,1976,72482.47
3990,BMW,M6,Yellow,2010,93623.26
3544,Pontiac,Trans Sport,Puce,1996,92888.62
4964,Jeep,Commander,Yellow,2010,86241.63
3592,Lamborghini,Gallardo,Purple,2009,74932.59
4418,Dodge,Ram Van 3500,Puce,1996,97330.31
3589,Subaru,Impreza,Indigo,1999,88383.68
4883,Toyota,Highlander,Yellow,2009,71297.03
4488,Chevrolet,Monte Carlo,Aquamarine,1996,71890.78
3902,Mazda,Mazdaspeed 3,Purple,2008,71575.52
4639,BMW,525,Blue,2002,72289.11
4600,Chevrolet,Silverado 1500,Violet,2004,71938.64
4236,Ford,Aspire,Goldenrod,1994,93200
4879,Mazda,Familia,Orange,1990,95824.89
3594,Audi,A8,Red,2003,86064.2
3862,Buick,Riviera,Indigo,1987,85839.34
4989,GMC,Rally Wagon 1500,Indigo,1993,94176.17
4620,Mazda,B2500,Mauv,2001,87786.93
4658,Volvo,C70,Mauv,2013,75584.52
4994,Volvo,V90,Indigo,1997,95746.33
3520,Dodge,Ram 3500,Pink,1994,75520.02
3709,Isuzu,Rodeo,Orange,2004,89332.77
4763,Mazda,Protege,Mauv,1993,88807.03
3590,Volvo,C70,Turquoise,1999,97959.34
4675,BMW,M3,Green,2012,95666.22
3795,Plymouth,Reliant,Purple,1981,87225.58
3854,Pontiac,Vibe,Indigo,2006,81965.27
3732,Porsche,Boxster,Aquamarine,2000,99371.9
4137,Volkswagen,GTI,Turquoise,1997,81770.15
3844,Toyota,Solara,Yellow,2003,79523.75
3564,Chevrolet,Impala,Indigo,1994,81330.27
4121,Mercedes-Benz,C-Class,Red,2012,91259.07
3904,Plymouth,Voyager,Puce,1992,97909.75
4865,Mitsubishi,Montero,Indigo,1999,70958.45
4065,Buick,Century,Purple,2005,88236.71
4269,Volvo,C70,Aquamarine,2012,94649.77
3511,Maserati,Quattroporte,Green,2005,85502
3922,Mercedes-Benz,300SE,Goldenrod,1993,74841.18
4497,Suzuki,Sidekick,Puce,1997,70663.32
4958,Infiniti,Q,Violet,2004,99894.62
3824,Suzuki,XL-7,Teal,2006,95225.15
4443,Kia,Soul,Violet,2012,88024.28
4860,Subaru,Legacy,Pink,2010,70356.7
3936,Acura,Integra,Mauv,1998,86524.22
4810,Lexus,GX,Teal,2003,85805.16
4872,Nissan,GT-R,Turquoise,2011,86869.83
3970,Chevrolet,Bel Air,Goldenrod,1967,79667.59
4340,Mitsubishi,Galant,Aquamarine,2004,98996.09
3545,Chevrolet,Malibu,Goldenrod,1997,94720.55
4339,Mercury,Grand Marquis,Crimson,1990,93545.81
3865,Subaru,Impreza,Maroon,2006,96891.24
3993,Ford,Aspire,Puce,1995,86250.64
4258,Pontiac,Grand Prix,Indigo,1994,98021.32
4982,Chevrolet,Tahoe,Goldenrod,2007,86136.57
4626,Nissan,Pathfinder Armada,Turquoise,2004,78605.76
3663,Chevrolet,Corvette,Indigo,1953,89007.64
4125,Daewoo,Lanos,Indigo,2001,82403.57
4920,Scion,xB,Pink,2005,88970.78
3932,Chevrolet,APV,Mauv,1993,80128.82
4922,Nissan,240SX,Purple,1995,89597.91
3887,Geo,Metro,Red,1992,96551.74
3582,Volvo,S40,Purple,2000,75880.16
4661,Volkswagen,GTI,Crimson,1991,99371.71
4146,Jaguar,XK,Blue,2006,70649.36
3825,Lincoln,Mark VIII,Blue,1994,94137.05
4595,Land Rover,Freelander,Crimson,2009,95285.04
4094,Ford,Econoline E350,Goldenrod,1992,89511.02
4576,Chevrolet,Tahoe,Violet,2005,84615.65
4888,Toyota,Sequoia,Yellow,2006,81880.62
3953,Lincoln,Mark VIII,Maroon,1997,77704.42
4381,Lincoln,MKZ,Violet,2007,94195.57
4752,Toyota,Tundra,Crimson,2010,79477.32
4222,Mercedes-Benz,SL-Class,Crimson,2009,93184.24
4806,Volvo,C70,Blue,2013,86174.22
4020,Dodge,Viper,Khaki,1999,84622.88
4839,Chevrolet,3500,Maroon,1998,82631.63
3691,Ford,Taurus,Indigo,2010,82776.6
3508,Jaguar,S-Type,Violet,2006,94846.19
4459,Hyundai,Sonata,Crimson,1994,94823.48
4008,Audi,5000S,Aquamarine,1987,99548.33
3776,MG,MGB,Khaki,1977,83113.43
4876,BMW,530,Purple,2002,79759.44
4770,Dodge,Neon,Blue,2002,72722.97
4786,GMC,Canyon,Goldenrod,2007,93158.79
3784,Hyundai,Veracruz,Khaki,2009,70173.7
4833,Volvo,C70,Turquoise,2010,78682.13
3745,Acura,TL,Pink,2007,80721.88
4303,Ram,Dakota,Green,2011,75793.74
3938,GMC,Savana 3500,Teal,2007,90667.01
4801,Porsche,Boxster,Purple,2002,84478.08
4298,BMW,M Roadster,Yellow,2008,83038.49
3985,Lexus,RX,Aquamarine,2002,95699.67
3778,Honda,CR-X,Goldenrod,1985,81399.78
4509,Hyundai,Tucson,Red,2010,99704.46
4036,Ford,Bronco II,Turquoise,1989,78372.26
4667,Mazda,Miata MX-5,Crimson,2008,93152.59
4338,Buick,Park Avenue,Red,2000,99336.89
3900,Suzuki,Grand Vitara,Goldenrod,2002,86923.41
3746,Mazda,MX-5,Purple,2001,77562.54
4550,Audi,A8,Indigo,2012,86074.14
3519,Dodge,Dakota,Blue,1993,75369.26
4196,Nissan,Titan,Puce,2009,90636.01
4534,Toyota,Land Cruiser,Turquoise,1992,87230.48
4435,Subaru,Impreza,Khaki,1996,96712
4057,Buick,Roadmaster,Crimson,1991,96216.23
4154,Isuzu,Rodeo,Green,1998,71133.07
4532,Bentley,Continental Flying Spur,Fuscia,2009,73653.04
4420,Maserati,GranTurismo,Orange,2011,91276.11
3650,Mercedes-Benz,SL-Class,Purple,1995,95008.58
3501,Volkswagen,GTI,Blue,2011,80690.46
3537,Chevrolet,Camaro,Turquoise,1970,80887.67
4740,Mazda,MX-6,Turquoise,1996,89147.6
4706,Mazda,B-Series,Khaki,2006,77883.92
4190,Cadillac,Escalade EXT,Blue,2010,72719.15
4450,Subaru,Alcyone SVX,Red,1994,81030.05
4956,Dodge,Ram Wagon B150,Purple,1994,99490.76
4183,Honda,Civic Si,Mauv,2006,95633.17
4681,Lincoln,Aviator,Orange,2004,97440.6
4997,Pontiac,Fiero,Violet,1984,70851.06
4934,Lexus,ES,Mauv,2012,97391.9
3977,Scion,xD,Blue,2011,77735.37
4370,Saturn,VUE,Purple,2009,96258.12
4629,Volkswagen,Cabriolet,Fuscia,1990,94221.38
4035,BMW,M3,Mauv,2012,97713.69
4627,Buick,Riviera,Yellow,1997,71645.3
4307,Bentley,Azure,Indigo,2010,85728.11
4998,Dodge,Dynasty,Yellow,1992,99698.28
4720,Pontiac,Grand Prix,Fuscia,2002,80727.51
3786,Mitsubishi,Endeavor,Orange,2009,84706.81
4991,Pontiac,Grand Prix,Aquamarine,1992,94894.77
4231,Mazda,MX-3,Pink,1994,83302.01
3710,Mercedes-Benz,E-Class,Aquamarine,2002,90113.46
3560,Pontiac,Montana,Turquoise,2005,71224.95
4130,Mazda,Protege,Green,1998,78948.71
4400,Mercedes-Benz,SLS-Class,Pink,2011,81230.36
4268,Mitsubishi,Galant,Indigo,1988,98595.76
4972,Toyota,Tacoma Xtra,Maroon,2003,76048.61
4588,Hyundai,Elantra,Khaki,2004,89167.22
3903,Hyundai,Tiburon,Purple,2003,74809.42
4423,Mazda,B-Series Plus,Violet,2003,95019.74
3998,Suzuki,Vitara,Red,2004,82663.59
3882,Ford,Econoline E250,Fuscia,1999,71998.06
4380,Morgan,Aero 8,Maroon,2007,73107.99
4954,BMW,X3,Pink,2006,99052.11
4480,Lincoln,LS,Crimson,2002,84795.67
4695,Chevrolet,1500,Orange,1997,86014.7
3861,Mercury,Sable,Aquamarine,1998,83897.83
4866,Chevrolet,Suburban 1500,Orange,2009,93066.53
4976,Chevrolet,K5 Blazer,Purple,1995,76966.08
4602,Lincoln,MKX,Maroon,2009,98757.32
4521,Toyota,4Runner,Crimson,1999,72732.05
3599,Infiniti,G25,Indigo,2012,93388.29
4682,BMW,X3,Blue,2008,80135.57
4337,Lamborghini,Diablo,Teal,1991,93448.22
4152,GMC,Savana 3500,Blue,2007,79925.88
3860,Buick,Regal,Orange,2011,93563.33
4957,Volvo,S80,Turquoise,2003,77606.71
4657,Mitsubishi,Truck,Pink,1987,89080.71
3643,Jeep,Comanche,Pink,1992,96416.25
3774,Volkswagen,Type 2,Red,1988,77798.74
3528,Toyota,Solara,Blue,2004,72305.48
4210,Kia,Forte,Turquoise,2011,88119.82
3624,Acura,RL,Blue,2000,90507.79
4315,GMC,3500,Maroon,1994,93635.82
4548,Pontiac,6000,Yellow,1985,77566.5
3992,Chevrolet,Camaro,Mauv,1999,87633.51
4451,Mercedes-Benz,CL-Class,Goldenrod,2009,70414.13
4366,Toyota,Tundra,Yellow,2008,88546.23
4278,Infiniti,QX,Puce,2008,98974.32
4713,Kia,Borrego,Green,2009,79522.02
4305,Buick,Roadmaster,Crimson,1994,94275.47
4781,Buick,Park Avenue,Turquoise,1997,95844.68
4212,Toyota,Highlander,Purple,2009,78699.86
3982,Infiniti,QX56,Mauv,2011,79895.42
4470,MINI,Cooper Countryman,Orange,2012,71661.09
3881,Ford,Escape,Indigo,2013,70355.73
4404,Nissan,280ZX,Yellow,1979,89887.22
3757,Nissan,Frontier,Khaki,2000,71196.44
4941,BMW,Z4 M,Khaki,2007,90295.13
4481,Toyota,Venza,Green,2013,83965.79
4105,Chevrolet,Camaro,Yellow,2002,81814.51
3980,Volkswagen,Jetta,Orange,1997,98689.33
4157,Ford,F450,Pink,2009,86923.02
4748,Buick,Park Avenue,Goldenrod,2004,88228.83
4840,Ford,Flex,Mauv,2012,82801.19
4808,Subaru,Tribeca,Maroon,2008,73352.91
3768,Acura,RL,Indigo,2000,98166.42
4080,Nissan,Sentra,Turquoise,2011,92154.65
4845,Chevrolet,Express 1500,Red,2009,88360.26
4936,Volkswagen,Eos,Indigo,2011,80667.32
3657,Volkswagen,Golf,Crimson,2006,97678.47
4477,Audi,A4,Green,1997,82107.77
4047,Jaguar,XJ Series,Indigo,1999,99091.21
4992,Chevrolet,Tahoe,Turquoise,2008,75592.73
3772,Chevrolet,Avalanche 2500,Fuscia,2004,82503.81
4530,Ford,Bronco,Red,1988,94540.96
3737,Buick,Rainier,Indigo,2005,73075.58
3615,Jeep,Wrangler,Maroon,1993,94505.47
4757,Audi,Allroad,Aquamarine,2005,95802.25
4885,Dodge,Neon,Aquamarine,1996,72481.67
4143,Ford,Taurus,Mauv,1986,89115.73
3886,Toyota,4Runner,Mauv,2010,92431.11
3641,Maybach,57S,Aquamarine,2005,88219.59
4962,Pontiac,Grand Prix,Fuscia,1978,82059.55
4648,Buick,Century,Khaki,1992,80884.6
4379,Infiniti,G,Green,2007,82257.46
4026,Land Rover,Range Rover,Khaki,2010,73701.07
4145,Chrysler,Crossfire Roadster,Mauv,2006,85160.48
4103,Nissan,Sentra,Pink,2007,79374.33
4616,Acura,TL,Mauv,2012,77852.75
4361,Plymouth,Neon,Purple,1996,94338.83
4551,Ferrari,California,Teal,2010,78136.27
4029,Kia,Rio,Violet,2011,80693.12
3565,Mitsubishi,Galant,Maroon,2002,86514.32
4235,Isuzu,Hombre Space,Maroon,2000,89639.49
4284,Pontiac,G6,Orange,2005,99451.03
4734,Pontiac,Firefly,Fuscia,1992,75634.19
4716,Suzuki,Esteem,Turquoise,1996,99894.46
3721,Pontiac,Firebird,Crimson,1985,73339.15
3669,Audi,RS 4,Blue,2008,98495.09
3652,Cadillac,XLR,Red,2008,75255.84
4869,Chevrolet,Camaro,Crimson,2002,77928.63
3837,Chevrolet,Sportvan G30,Teal,1995,95519.06
4733,Mercedes-Benz,M-Class,Mauv,2002,93295.77
4677,Pontiac,Firebird,Teal,1991,71319.66
4209,Oldsmobile,Bravada,Aquamarine,1994,71748.7
4294,Eagle,Talon,Turquoise,1991,94559.55
4708,Chevrolet,Suburban 2500,Aquamarine,2009,72298.72
3682,Chevrolet,Malibu,Green,1999,71372.56
4126,Audi,A5,Goldenrod,2012,93433.41
4933,Honda,Accord,Maroon,1985,98576.38
3905,Honda,Odyssey,Orange,2004,99856.28
4328,Toyota,Highlander Hybrid,Purple,2007,80033.81933
3536,Toyota,T100,Violet,1997,75513.03823
4041,Chevrolet,Cobalt SS,Green,2009,90660.76923
3683,Plymouth,Laser,Crimson,1989,87890.76883
4441,Nissan,Maxima,Maroon,1996,91547.6452
4476,Dodge,Ram 3500,Blue,1995,69412.73443
3931,Mazda,626,Red,1993,90281.92933
3730,Mazda,MPV,Green,2004,77117.03753
4086,Morgan,Aero 8,Green,2007,71317.56913
4358,Ford,F-Series,Goldenrod,2007,93751.9077
3829,Maserati,GranTurismo,Aquamarine,2011,91739.12768
4562,Mercury,Cougar,Aquamarine,1967,72876.31995
4473,Subaru,Justy,Yellow,1988,82490.5994
4549,Mercedes-Benz,SLK-Class,Yellow,2011,71249.68175
4246,Land Rover,Range Rover,Fuscia,2005,73930.6319
4261,Mitsubishi,Mighty Max Macro,Turquoise,1992,68626.43343
3655,Mazda,MX-5,Puce,1990,93553.69025
4566,Ford,Transit Connect,Purple,2010,84311.84808
4825,GMC,1500,Turquoise,1997,84696.9342
4928,GMC,Sierra,Indigo,2010,79630.26823
4884,Pontiac,Sunbird,Purple,1991,73033.6779
4071,Nissan,Maxima,Red,2008,89876.26683
3593,Land Rover,Discovery,Pink,1999,97442.15593
3698,Ford,EXP,Crimson,1987,70296.2087
4133,Chevrolet,Express 2500,Green,2000,70492.4907
4656,Mitsubishi,Galant,Red,1994,93673.8641
3989,Mitsubishi,Precis,Purple,1994,81430.7157
4699,Mitsubishi,Truck,Goldenrod,1990,79839.01335
4985,Pontiac,Firebird,Goldenrod,1989,92855.92143
4368,Lexus,RX,Indigo,2000,86678.51243
4149,GMC,Canyon,Orange,2008,76398.60435
3760,Chevrolet,Express 2500,Maroon,2011,82819.44995
4461,BMW,M5,Goldenrod,2008,90871.97765
3783,Saab,900,Aquamarine,1989,78309.0108
4547,Audi,S6,Mauv,2007,75166.79795
3553,Jeep,Wrangler,Blue,1998,75134.26675
3689,Audi,TT,Pink,2004,92926.64355
4990,Saab,900,Purple,1993,88227.64465
4229,Buick,Skylark,Puce,1997,88825.16108
4101,Porsche,911,Khaki,2009,87226.49893
3500,Kia,Rio,Pink,2006,85650.88623
4552,Hyundai,Sonata,Puce,2000,74445.7744
4966,Chevrolet,Silverado 1500,Green,2000,81002.48273
3962,Lincoln,Continental,Red,1995,93973.6438
3755,BMW,745,Aquamarine,2002,69545.62555
4487,Toyota,Tacoma Xtra,Khaki,1996,90519.33475
4474,Mazda,B-Series,Violet,1996,78535.68328
4089,Lamborghini,Gallardo,Puce,2010,87288.47243
4539,Volkswagen,Golf,Mauv,1989,71610.70183
3541,Lexus,IS,Pink,2006,91769.93848
4475,Chevrolet,3500,Mauv,1993,96752.8327
3597,Volkswagen,New Beetle,Pink,2001,88430.29018
4927,Dodge,Ram 3500,Violet,2007,85065.59833
4321,Mercedes-Benz,CL-Class,Khaki,1999,72168.17985
4266,Mitsubishi,Diamante,Turquoise,2000,75010.66188
4756,Plymouth,Colt Vista,Fuscia,1994,84258.68185
4899,Saab,900,Orange,1987,73557.12915
3843,Toyota,Celica,Khaki,2003,89934.0664
4875,Mazda,626,Indigo,1990,77393.86553
4357,Hyundai,Elantra,Aquamarine,2006,86414.57765
4896,Acura,NSX,Indigo,1995,87416.3783
4793,Kia,Rondo,Khaki,2008,71897.3537
4492,Infiniti,M,Blue,2007,96245.32448
4768,Lamborghini,Diablo,Red,1995,69655.72138
3559,Audi,A3,Aquamarine,2012,80859.96323
4961,Cadillac,CTS-V,Red,2009,84371.80793
4650,Saab,9-Mar,Green,2005,81335.84933
4996,GMC,Suburban 1500,Aquamarine,1999,95310.46303
3923,Cadillac,STS,Khaki,2009,86267.39548
4061,Dodge,Viper RT/10,Red,1995,78671.5069
4308,Oldsmobile,Aurora,Fuscia,1996,74574.34498
4187,Rolls-Royce,Phantom,Blue,2013,93910.2236
3797,Chrysler,Concorde,Teal,2002,83878.74715
4320,Chevrolet,Monte Carlo,Aquamarine,1999,76720.17253
3800,GMC,Sierra 3500,Yellow,2008,89744.55848
4331,Mazda,CX-7,Green,2007,79037.27763
4570,Mercedes-Benz,M-Class,Red,1998,72358.20585
4467,Volvo,C30,Khaki,2012,83253.30355
4098,Mercedes-Benz,300SL,Pink,1992,82099.12043
4485,Eagle,Summit,Teal,1995,80132.1265
4579,Audi,A6,Indigo,1996,72353.20105
4598,Chevrolet,Suburban 2500,Turquoise,2005,82949.61385
4074,Lexus,RX,Teal,2001,91781.20905
4088,GMC,Sierra 3500,Crimson,2009,89215.57458
3892,Dodge,Ram 3500 Club,Khaki,1995,83607.7646
4034,Chevrolet,Equinox,Green,2009,70345.11303
3790,Volkswagen,CC,Turquoise,2009,77330.2987
4516,Suzuki,SJ,Blue,1985,82059.77605
4100,Ford,Mustang,Maroon,1994,86181.72738
4275,Mazda,MPV,Puce,1992,81458.89703
4007,Mazda,Millenia,Maroon,1998,78418.07048
4141,Mitsubishi,Galant,Orange,2011,79995.11033
4295,Mitsubishi,Challenger,Green,2002,92746.36323
4981,GMC,Yukon XL 1500,Crimson,2013,72967.38385
3614,Pontiac,LeMans,Fuscia,1990,81996.2581
3675,Lotus,Esprit,Orange,1993,86116.78228
3638,Eagle,Vision,Green,1996,69027.2182
4930,Dodge,Ram 3500,Yellow,2008,82020.54898
4482,Mercury,Sable,Maroon,2003,79150.85335
4114,Pontiac,Parisienne,Khaki,1986,84210.44223
3554,Mercedes-Benz,600SEL,Aquamarine,1993,93532.70333
3916,Chevrolet,Express 1500,Red,2004,96407.44285
3585,Jeep,Grand Cherokee,Orange,2009,75271.04833
3756,Pontiac,1000,Violet,1984,70764.5485
4314,Audi,Q7,Violet,2012,81670.31073
4526,Ford,Mustang,Violet,1987,72975.7317
4164,Mazda,MX-5,Teal,2009,92260.95628
4132,Buick,Park Avenue,Yellow,2002,76818.19623
4159,Audi,S5,Mauv,2010,71745.31335
4794,Chevrolet,Express 3500,Yellow,1996,72815.15778
3723,Audi,4000,Fuscia,1987,84296.0028
4042,Chevrolet,Sportvan G10,Maroon,1993,90046.86013
4816,Cadillac,Catera,Red,1997,69296.50968
3856,Plymouth,Laser,Maroon,1993,72398.1856
4659,Porsche,911,Purple,1998,82826.65413
4693,Ford,Tempo,Turquoise,1988,90619.6067
4821,Chrysler,Pacifica,Yellow,2004,90031.269
3960,Isuzu,Trooper,Green,1998,95678.00303
4221,Volvo,C30,Turquoise,2009,76319.8765
4207,Land Rover,Defender,Turquoise,1995,93476.55573
4009,Ford,E250,Blue,2005,83284.9941
4902,Chevrolet,Avalanche,Puce,2007,93949.93943
4285,Suzuki,Samurai,Khaki,1994,71299.85683
4107,Pontiac,Bonneville,Puce,1999,91396.7192
4495,Lexus,GX,Mauv,2008,94889.77635
4364,Ford,Freestar,Goldenrod,2005,87983.59223
4413,Land Rover,Range Rover,Turquoise,2001,88138.53575
4846,Mazda,Mazdaspeed 3,Indigo,2007,93011.06045
3722,Toyota,Camry,Indigo,2000,89470.3795
3700,Mitsubishi,Lancer,Goldenrod,2004,68570.34448
3562,Mitsubishi,Starion,Aquamarine,1985,73092.03465
4921,Honda,Accord,Turquoise,1988,84166.84573
3714,Pontiac,Firebird,Purple,1984,74410.1152
3897,Lexus,CT,Teal,2011,69190.91035
3952,Buick,Somerset,Turquoise,1987,93119.29903
4171,BMW,M5,Pink,2000,82933.94453
4301,Volvo,S60,Purple,2005,83793.73398
3937,Infiniti,G37,Yellow,2011,89517.4559
4751,Dodge,Ram 2500,Blue,2008,83335.8241
4890,Mitsubishi,Excel,Teal,1989,84029.51675
4489,Chevrolet,Camaro,Maroon,1969,76380.58903
4765,Jeep,Wrangler,Blue,2008,78814.73998
4538,Ford,Club Wagon,Teal,1993,91183.17455
4447,Subaru,Justy,Crimson,1988,88255.20038
4184,Nissan,Frontier,Pink,2011,70396.8912
4151,Hyundai,Tucson,Red,2010,82514.63613
3942,Chevrolet,Camaro,Khaki,1967,78917.02558
4180,Nissan,Frontier,Orange,2007,77007.32293
3516,Toyota,Sequoia,Indigo,2009,91632.00345
4388,Ford,Festiva,Aquamarine,1990,83543.55263
3961,Chevrolet,Suburban 2500,Aquamarine,2007,96110.40993
4787,Mazda,MPV,Khaki,2006,82133.71415
3816,Hyundai,Veracruz,Mauv,2010,93097.66695
4545,Kia,Sedona,Khaki,2003,89806.78613
4068,GMC,Sierra 3500,Red,2007,84333.8907
4170,Chevrolet,Metro,Turquoise,2000,93908.56185
4686,Dodge,Daytona,Goldenrod,1984,69338.9234
4402,Cadillac,DTS,Fuscia,2010,84401.70965
4260,Mitsubishi,Tredia,Puce,1988,94893.99915
3787,Subaru,Impreza,Blue,2003,92405.5774
3879,Infiniti,EX,Crimson,2009,72001.3597
3858,Mercury,Sable,Khaki,1996,86589.55993
4977,Volvo,XC60,Purple,2012,68471.96888
4721,Isuzu,i-370,Khaki,2007,75395.22993
3619,Chevrolet,Caprice,Fuscia,1977,89893.69565
4868,Toyota,Tundra,Goldenrod,2004,82840.06543
4498,Jaguar,XK Series,Maroon,2005,86174.20063
3934,Chevrolet,G-Series G10,Puce,1994,71889.7683
4541,Suzuki,Vitara,Indigo,2004,71353.7073
4607,Kia,Sedona,Blue,2011,97159.59978
4336,Honda,Accord,Teal,1985,70029.84973
4703,Ford,Taurus X,Crimson,2008,72691.13258
4719,Ford,Aerostar,Goldenrod,1996,96492.39738
3889,Mercedes-Benz,SL-Class,Turquoise,2009,95753.09458
4421,BMW,M3,Turquoise,2009,92676.62838
4332,Chevrolet,Cruze,Violet,2012,72041.84775
4491,GMC,Sierra 3500,Blue,2006,71698.23695
4083,Chevrolet,Camaro,Goldenrod,1969,79346.50975
4213,Lexus,IS,Violet,2005,81678.91273
3898,Mercedes-Benz,400E,Violet,1993,69620.50205
3807,Pontiac,Firefly,Aquamarine,1995,91247.87528
4584,Subaru,Impreza WRX,Fuscia,2010,86069.70588
4292,Toyota,Celica,Yellow,1994,84273.93085
3630,Cadillac,CTS,Khaki,2010,81527.70325
4468,Nissan,Pathfinder,Teal,1995,80148.56805
4377,Pontiac,G8,Goldenrod,2008,69631.71398
3611,Ford,Mustang,Puce,1970,78245.48308
4826,Ford,Tempo,Goldenrod,1991,81411.2048
4508,Volkswagen,Cabriolet,Turquoise,2000,93724.76253
3727,Mazda,MPV,Green,1990,75350.783
4536,Dodge,Ram Van 1500,Blue,1998,74482.97805
3527,Pontiac,Firefly,Maroon,1990,69000.50313
4291,Volkswagen,Jetta,Turquoise,1984,91477.16745
4218,Honda,Accord,Fuscia,1992,72769.80178
4881,Buick,Park Avenue,Goldenrod,2004,88883.11705
4918,Audi,5000S,Aquamarine,1988,97395.57805
4574,BMW,M3,Aquamarine,1999,72699.7248
4091,Volkswagen,Cabriolet,Green,1989,70843.97038
3697,Chrysler,300,Purple,2010,74476.21375
4892,Volkswagen,Jetta,Orange,1995,88621.4012
3518,Lincoln,Mark VIII,Khaki,1994,68732.2478
3634,Chevrolet,Express,Purple,2009,74569.03715
3642,Mazda,MX-5,Goldenrod,2005,80523.96715
3779,Cadillac,Eldorado,Yellow,1999,92736.7153
4533,Honda,Odyssey,Pink,1998,71915.32015
4577,Chevrolet,Corvette,Khaki,1995,79991.0928
4546,Dodge,Challenger,Crimson,2011,97103.85295
3781,Mitsubishi,Lancer Evolution,Green,2003,88262.33613
4580,Lexus,IS-F,Fuscia,2010,83047.83305
4369,Isuzu,Trooper,Purple,1994,74401.435
